Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1968","1968","°C","-0.003","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.103","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.12","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.252","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.277","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1973","1973","°C","0.016","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.216","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1975","1975","°C","-0.347","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.67","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.336","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.573","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.062","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.489","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1981","1981","°C","-0.317","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.653","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.074","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.23","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1985","1985","°C","0.464","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.423","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1987","1987","°C","0.532","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1988","1988","°C","1.183","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1989","1989","°C","0.196","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.214","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.119","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.242","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.597","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.397","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.43","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.607","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1997","1997","°C","1.023","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.846","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.246","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.034","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.642","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.91","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.387","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.691","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.706","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.033","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.425","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.299","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.112","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.287","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.067","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.417","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.328","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.472","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.455","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.721","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.22","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.417","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.243","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.574","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.035","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.851","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.91","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-1.273","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.34","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.729","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.271","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.755","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.156","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.005","E","Estimated value"
"ET","Temperature change","528","Netherlands","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.584","E","Estimated value"
